step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
931,0.07197,0.95455,,
932,0.05069,0.98974,,
933,0.03408,0.98182,,
934,0.09253,0.95312,,
935,0.03148,0.97531,,
936,0.03757,0.99405,,
937,0.04548,0.97701,,
938,0.08121,0.96667,,
939,0.03884,0.98039,,
940,0.05011,0.98305,,
941,0.04139,0.98551,,
942,0.06826,0.97015,,
943,0.02302,0.98942,,
944,0.01615,0.98907,,
945,0.03993,0.9902,,
946,0.02258,0.99462,,
947,0.03963,0.97959,,
948,0.00869,1.0,,
949,0.04424,0.9801,,
950,0.0661,0.96923,,
951,0.03161,0.98387,,
952,0.06214,0.9641,,
953,0.10344,0.96667,,
954,0.05904,0.98485,,
955,0.01116,0.99444,,
956,0.00661,1.0,,
957,0.08236,0.96296,,
958,0.09708,0.96135,,
959,0.01697,0.98889,,
960,0.03692,0.98312,,
961,0.02355,0.98611,,
962,0.06369,0.96154,,
963,0.07717,0.96599,,
964,0.02531,0.98198,,
965,0.06048,0.9697,,
966,0.07753,0.96465,,
967,0.07855,0.97175,,
968,0.11386,0.94792,,
969,0.08849,0.96296,,
970,0.04992,0.98305,,
971,0.06579,0.96347,,
972,0.06323,0.97549,,
973,0.09207,0.95513,,
974,0.04513,0.95833,,
975,0.03846,0.98333,,
976,0.01272,0.99537,,
977,0.01362,0.99531,,
978,0.08573,0.96714,,
979,0.01878,0.99537,,
980,0.06067,0.97175,,
981,0.02682,0.9887,,
982,0.02986,0.98907,,
983,0.03327,0.98925,,
984,0.07137,0.9641,,
