step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
783,0.16755,0.93476,,
784,0.17833,0.91476,,
785,0.15752,0.93102,,
786,0.17536,0.91821,,
787,0.17991,0.9251,,
788,0.15849,0.92937,,
789,0.1879,0.91528,,
790,0.12714,0.9473,,
791,0.17398,0.91362,,
792,0.15743,0.92857,,
793,0.16801,0.9214,,
794,0.1346,0.93595,,
795,0.18656,0.91438,,
796,0.18709,0.92013,,
797,0.16052,0.92349,,
798,0.17682,0.91526,,
799,0.1847,0.91539,,
800,0.15901,0.92458,,
801,0.15337,0.93271,0.14772,0.69839
802,0.21328,0.89691,,
803,0.16706,0.92206,,
804,0.17128,0.92048,,
805,0.18196,0.91108,,
806,0.20042,0.91203,,
807,0.1865,0.91244,,
808,0.1762,0.91594,,
809,0.16661,0.91787,,
810,0.16408,0.91856,,
811,0.13719,0.93927,,
812,0.14272,0.93465,,
813,0.17942,0.90338,,
814,0.18475,0.91417,,
815,0.15946,0.9352,,
816,0.20457,0.90055,,
817,0.16008,0.92246,,
818,0.15673,0.93039,,
819,0.15793,0.92791,,
820,0.19198,0.90496,,
821,0.16038,0.92416,,
822,0.15378,0.93274,,
823,0.18619,0.91463,,
824,0.1549,0.92491,,
825,0.17042,0.92377,,
826,0.17414,0.91952,,
827,0.1704,0.92319,,
828,0.15671,0.92628,,
829,0.18374,0.90694,,
830,0.16153,0.9368,,
831,0.17518,0.91171,,
832,0.1705,0.91819,,
833,0.17718,0.91929,,
834,0.18108,0.90738,,
835,0.16798,0.92228,,
836,0.18171,0.91744,,
837,0.19152,0.91609,,
838,0.19504,0.90619,,
839,0.14695,0.93519,,
840,0.14433,0.9378,,
841,0.13286,0.94486,,
842,0.16702,0.92246,,
843,0.1681,0.91105,,
844,0.17374,0.91187,,
845,0.13943,0.93387,,
846,0.18324,0.90975,,
847,0.15605,0.92179,,
848,0.15657,0.91847,,
849,0.16489,0.91776,,
850,0.16117,0.92861,,
851,0.17854,0.92235,,
852,0.18335,0.91104,,
853,0.1828,0.91139,,
854,0.1755,0.91661,,
855,0.15051,0.92634,,
856,0.15686,0.92696,,
857,0.15848,0.93334,,
858,0.1781,0.91773,,
859,0.16372,0.92357,,
860,0.19174,0.91042,,
861,0.17583,0.91227,,
862,0.17027,0.92729,,
863,0.17712,0.9176,,
864,0.15538,0.93119,,
865,0.13786,0.93145,,
866,0.1598,0.92507,,
867,0.17824,0.91566,,
868,0.179,0.90828,,
869,0.18388,0.91307,,
870,0.19488,0.91182,,
871,0.18457,0.92389,,
872,0.19177,0.91124,,
873,0.16982,0.92271,,
874,0.16942,0.92767,,
875,0.16209,0.93228,,
876,0.1463,0.93889,,
877,0.17819,0.91721,,
878,0.19269,0.90662,,
879,0.16082,0.93361,,
880,0.18226,0.92625,,
881,0.18388,0.90856,,
882,0.17122,0.91997,,
883,0.16142,0.925,,
884,0.18502,0.91004,,
885,0.17465,0.90609,,
886,0.18674,0.9072,,
887,0.18301,0.90883,,
888,0.17133,0.92247,,
889,0.14665,0.93092,,
890,0.15278,0.92923,,
891,0.13911,0.93465,,
892,0.1617,0.92136,,
893,0.16978,0.91765,,
894,0.14243,0.93649,,
895,0.17858,0.9173,,
896,0.14928,0.9294,,
897,0.15697,0.92868,,
898,0.16782,0.91524,,
899,0.17813,0.90911,,
900,0.17492,0.91628,,
901,0.14631,0.93361,0.14506,0.6987
902,0.14707,0.94069,,
903,0.18672,0.90698,,
904,0.13227,0.9365,,
905,0.14373,0.93996,,
906,0.17989,0.91719,,
907,0.1481,0.93119,,
908,0.20199,0.90578,,
909,0.15905,0.93072,,
910,0.19913,0.90581,,
911,0.18783,0.90754,,
912,0.14362,0.937,,
913,0.15407,0.93116,,
914,0.17683,0.91709,,
915,0.1764,0.91973,,
916,0.16167,0.91772,,
917,0.14481,0.93564,,
918,0.1529,0.93053,,
919,0.19833,0.89862,,
920,0.15814,0.93217,,
921,0.15089,0.93424,,
922,0.15776,0.92994,,
923,0.18511,0.92237,,
924,0.18221,0.91659,,
925,0.17913,0.91004,,
926,0.14761,0.93259,,
927,0.17292,0.92612,,
928,0.165,0.92285,,
929,0.15053,0.92702,,
930,0.17035,0.91471,,
931,0.14564,0.93826,,
932,0.18118,0.91339,,
933,0.17023,0.92077,,
934,0.19652,0.90003,,
935,0.17485,0.91314,,
936,0.17534,0.9125,,
937,0.1602,0.92956,,
938,0.15568,0.92624,,
939,0.14416,0.94103,,
940,0.17807,0.92303,,
941,0.15824,0.93235,,
942,0.13896,0.93583,,
943,0.18349,0.90786,,
944,0.17993,0.91366,,
945,0.16588,0.92067,,
946,0.15421,0.93932,,
947,0.13081,0.9413,,
948,0.14123,0.93899,,
949,0.15257,0.92984,,
950,0.15617,0.9273,,
951,0.13961,0.93459,,
952,0.19419,0.90193,,
953,0.14526,0.93625,,
954,0.16391,0.92124,,
955,0.17438,0.91781,,
956,0.15581,0.92674,,
957,0.18541,0.92027,,
958,0.16464,0.92816,,
959,0.16825,0.92621,,
960,0.1698,0.92162,,
961,0.16284,0.92226,,
962,0.18371,0.91735,,
963,0.15984,0.92221,,
964,0.19774,0.90496,,
965,0.11062,0.95835,,
966,0.17021,0.91896,,
967,0.1748,0.90867,,
968,0.14498,0.93874,,
969,0.14654,0.92699,,
970,0.16904,0.92752,,
971,0.17443,0.9173,,
972,0.1472,0.93686,,
973,0.15528,0.93353,,
974,0.15603,0.92768,,
975,0.17844,0.9207,,
976,0.15009,0.93576,,
977,0.15193,0.93242,,
978,0.18026,0.9178,,
979,0.15961,0.92171,,
980,0.16192,0.93023,,
981,0.15192,0.93869,,
982,0.1451,0.9433,,
983,0.18204,0.91603,,
984,0.1645,0.91981,,
985,0.18506,0.91408,,
986,0.14006,0.94189,,
